q35_%dr,q35_%dd,q35_%dp,q35_%dc,q35_%dtotal,Col006
28141,Senate,None,Republican,Trent Lott,2636
28141,Senate,None,Libertarian,Harold Monroe Taylor,93
28143,House,2,Republican,Yvonne Brown,468
28143,House,1257,Democratic,Bennie G. Thompson,None
28143,Senate,None,Democratic,Erik R. Fleming,1009
28143,Senate,None,Republican,Trent Lott,642
28143,Senate,None,Libertarian,Harold Monroe Taylor,61
28145,House,1,Democratic,James Kenneth Hurt,1265
28145,House,1,Republican,Roger F. Wicker,3502
28145,Senate,None,Democratic,Erik R. Fleming,1203
28145,Senate,None,Republican,Trent Lott,3541
28145,Senate,None,Libertarian,Harold Monroe Taylor,73
28147,House,3,Independent,Jim Giles,577
28147,House,3,Reform,Lamonica Magee,516
28147,House,3,Republican,Charles Pickering,2561
28147,Senate,None,Democratic,Erik Fleming,1248
28147,Senate,None,Republican,Trent Lott,2483
28147,Senate,None,Libertarian,Harold Monroe Taylor,74
28149,House,2,Republican,Yvonne Brown,6506
28149,House,None,Democratic,Bennie Thompson,5610
28149,Senate,None,Democratic,Erik Fleming,4421
28149,Senate,None,Republican,Trent Lott,7650
28149,Senate,None,Libertarian,Harold Monroe Taylor,134
28151,House,2,Republican,Yvonne Brown,3384
28151,House,2,Democratic,Bennie G. Thompson,6168
28151,Senate,None,Democratic,Erik R. Fleming,5039
28151,Senate,None,Republican,Trent Lott,4246
28151,Senate,None,Libertarian,Harold Monroe Taylor,136
28153,Senate,None,Democratic,Erik R. Fleming,1393
28153,Senate,None,Republican,Trent Lott,3192
28153,Senate,None,Libertarian,Harold M. Taylor,58
28153,House,4,Republican,R.L. McDonnel,775
28153,House,4,Democratic,Gary Taylor,3834
28155,House,3,Independent,Jim Giles,30
28155,House,3,Reform,Lamonica Magee,12
28155,House,3,Republican,Charles Pickering,161
28155,House,1,Democratic,James K. Hurt,559
28155,House,1,Republican,Roger F. Wicker,2008
28155,Senate,None,Democratic,Erik Fleming,562
28155,Senate,None,Republican,Trent Lott,2186
28155,Senate,None,Libertarian,Harold Monroe Taylor,38
28157,House,3,Independent,Jim Giles,1210
28157,House,3,Reform,Lamonica Magee,310
28157,House,3,Republican,Charles Pickering,54
28157,Senate,None,Democratic,Erik R. Fleming,1688
28157,Senate,None,Republican,Trent Lott,1026
28157,Senate,None,Libertarian,Harold Monore Taylor,54
28159,House,3,Independent,Jim Giles,991
28159,House,3,Reform,Lamonica Magee,254
28159,House,3,Republican,Charles Pickering,3444
28159,House,1,Democratic,James K. Hurt,11
28159,House,1,Republican,Roger F. Wicker,29
28159,Senate,None,Democratic,Erik Fleming,1783
28159,Senate,None,Republican,Trent Lott,3142
28159,Senate,None,Libertarian,Harold Monroe Taylor,77
28161,House,1,Democratic,James K. Hurt,1274
28161,House,1,Republican,Roger F. Wicker,1708
28161,Senate,None,Democratic,Erik R. Fleming,1205
28161,Senate,None,Republican,Trent Lott,1738
28161,Senate,None,Libertarian,Harold Monroe Taylor,43
28163,House,2,Republican,Yvonne Brown,3006
28163,House,2,Democratic,Bennie G. Thompson,2972
28163,Senate,None,Democratic,Erik R. Fleming,2391
28163,Senate,None,Republican,Trent Lott,3483
28163,Senate,None,Libertarian,Harold Monroe Taylor,67
30001,Senate,None,Democratic,Jon Tester,1377
30001,Senate,None,Libertarian,Stan Jones,103
30001,Senate,None,Republican,Conrad Burns,196283
30001,House,None,Democratic,Monica Lindeen,1025
30001,House,None,Libertarian,Mike Fellows,61
30001,House,None,Republican,Denny Rehberg,2954
37001,House,6,Republican,Howard Coble ,15445
37001,House,6,Democratic,Rory Blake,6545
37001,House,13,Democratic,Brad Miller ,3820
37001,House,13,Republican,Vermon Robinson,1628
37003,House,5,Democratic,Roger Sharpe,4331
37003,House,5,Republican,Virginia Foxx,5981
37005,House,5,Democratic,Roger Sharpe,1867
37005,House,5,Republican,Virginia Foxx,2043
37007,House,8,Democratic,Larry Kissell,3425
37007,House,8,Republican,Robert C. (Robin) Hayes,2144
37009,House,5,Democratic,Roger Sharpe,4123
37009,House,5,Republican,Virginia Foxx,5076
37011,House,10,Republican,Patrick McHenry,2827
37011,House,10,Democratic,Richard Carsner,1128
37013,House,1,Democratic,G. K. Butterfield,2391
37013,House,3,Democratic,Craig Weber,2389
37013,House,3,Republican,Walter B. Jones,6123
37015,House,1,Democratic,G. K. Butterfield,2928
37017,House,7,Democratic,Mike McIntyre,6316
37017,House,7,Republican,Shirley Davis,1134
37019,House,7,Democratic,Mike McIntyre,17578
37019,House,7,Republican,Shirley Davis,8384
37021,House,11,Republican,Charles H. Taylor,32035
37021,House,11,Democratic,Heath Shuler,46404
37023,House,10,Republican,Patrick McHenry,11488
37023,House,10,Democratic,Richard Carsner,9212
37025,House,8,Democratic,Larry Kissell,11464
37025,House,8,Republican,Robert C. (Robin) Hayes,17502
37025,House,12,Republican,Ada M. Fisher,1295
37025,House,12,Democratic,Mel Watt,796
37027,House,10,Republican,Patrick McHenry,12995
37027,House,10,Democratic,Richard Carsner,7033
37029,House,3,Democratic,Craig Weber,1053
37029,House,3,Republican,Walter B. Jones,1838
37031,House,3,Democratic,Craig Weber,6394
37031,House,3,Republican,Walter B. Jones,15486
37033,House,13,Democratic,Brad Miller,3132
37033,House,13,Republican,Vernon Robinson,1381
37035,House,10,Republican,Patrick McHenry,20180
37035,House,10,Democratic,Richard Carsner,13860
37037,House,2,Democratic,Bob Etheridge,5808
37037,House,2,Republican,Dan Mansell,3181
37037,House,4,Democratic,David Price,5817
37037,House,4,Republican,Steve Acuff,2515
37039,House,11,Republican,Charles H. Taylor,4458
37039,House,11,Democratic,Heath Shuler,4310
37041,House,1,Democratic,G. K. Butterfield,1852
37043,House,11,Republican,Charles H. Taylor,2409
37043,House,11,Democratic,Heath Shuler,2111
37045,House,10,Republican,Patrick McHenry,13730
37045,House,10,Democratic,Richard Carsner,9032
37047,House,7,Democratic,Mike McIntyre,11045
37047,House,7,Republican,Shirley Davis,2414
37049,House,1,Democratic,G. K. Butterfield,4410
37049,House,3,Democratic,Craig Weber,5382
37049,House,3,Republican,Walter B. Jones,11139
37051,House,2,Democratic,Bob Etheridge,8406
37051,House,2,Republican,Dan Mansell,2583
37051,House,7,Democratic,Mike McIntyre,9174
37051,House,7,Republican,Shirley Davis,4670
37051,House,8,Democratic,Larry Kissell,9683
37051,House,8,Republican,Robert C. (Robin) Hayes,11531
37053,House,3,Democratic,Craig Weber,2197
37053,House,3,Republican,Walter B. Jones,4132
37055,House,3,Democratic,Craig Weber,3955
37055,House,3,Republican,Walter B. Jones,5547
37057,House,6,Republican,Howard Coble ,11017
37057,House,6,Democratic,Rory Blake,4202
37057,House,12,Republican,Ada M. Fisher,7992
37057,House,12,Democratic,Mel Watt,6552
37059,House,5,Democratic,Roger Sharpe,3281
37059,House,5,Republican,Virginia Foxx,7414
37061,House,3,Democratic,Craig Weber,673
37061,House,3,Republican,Walter B. Jones,1867
37061,House,7,Democratic,Mike McIntyre,4055
37061,House,7,Republican,Shirley Davis,1376
37063,House,4,Democratic,David Price,41849
37063,House,4,Republican,Steve Acuff,13415
37065,House,1,Democratic,G. K. Butterfield,6856
37067,House,5,Democratic,Roger Sharpe,22592
37067,House,5,Republican,Virginia Foxx,28721
37067,House,12,Republican,Ada M. Fisher,5642
37067,House,12,Democratic,Mel Watt,14199
37069,House,2,Democratic,Bob Etheridge,8483
37069,House,2,Republican,Dan Mansell,4393
37071,House,9,Democratic,Bill Glass,8885
37071,House,9,Republican,Sue Myrick,23491
37071,House,10,Republican,Patrick McHenry,3454
37071,House,10,Democratic,Richard Carsner,1496
37073,House,1,Democratic,G. K. Butterfield,1842
37075,House,11,Republican,Charles H. Taylor,2153
37075,House,11,Democratic,Heath Shuler,1780
37077,House,1,Democratic,G. K. Butterfield,1931
37077,House,13,Democratic,Brad Miller,3745
37077,House,13,Republican,Vernon Robinson,2511
55001,Senate,6,Democratic,Herb Kohl,5635
55001,Senate,6,Republican,Lorge,1976
55001,Senate,6,Wisconsin Green,Rae Vogeler,83
55001,Senate,6,Independent,Glatzel,65
55001,House,6,Republican,Petri,4593
55003,Senate,6,Democratic,Kohl,4579
55003,Senate,7,Republican,Lorge,1327
55003,Senate,7,Green,Vogeler,158
55003,Senate,7,Independent,Glatzel,55
55003,Senate,7,,Scattered,3
55003,House,7,Democratic,Obey,4370
55003,House,7,Republican,Reid,1532
55003,House,7,Wisconsin Green,Miles,218
55005,Senate,7,Democratic,Kohl,10467
55005,Senate,7,Republican,Lorge,5120
55005,Senate,7,Green,Vogeler,373
55005,Senate,7,Independent,Glatzel,217
55005,Senate,7,,Scattered,3
55005,House,7,Democratic,Obey,9378
55005,House,7,Republican,Reid,6321
55005,House,472,Wisconsin Green,Miles,None
55007,Senate,7,Democratic,Kohl,5113
55007,Senate,7,Republican,Lorge,142
55007,Senate,7,Green,Vogeler,200
55007,Senate,7,Independent,Glatzel,89
55007,House,7,Democratic,Obey,4972
55007,House,7,Republican,Reid,2018
55007,House,7,Wisconsin Green,Miles,237
55009,Senate,8,Democratic,Kohl,63614
55009,Senate,8,Republican,Lorge,26742
55009,Senate,8,Green,Vogeler,1249
55009,Senate,8,Independent,Glatzel,1001
55009,Senate,8,,Scattered,57
55009,House,8,Democratic,Kagen,46530
55009,House,8,Republican,Gard,45996
55011,Senate,3,Democratic,Kohl,3848
55011,Senate,3,Republican,Lorge,1277
55011,Senate,3,Green,Vogeler,72
55011,Senate,3,Independent,Glatzel,27
55011,Senate,3,,Scattered,2
55011,House,3,Democratic,Kind,3644
55011,House,3,Republican,Nelson,1601
55013,Senate,7,Democratic,Kohl,3543
55013,Senate,7,Republican,Lorge,2356
55013,Senate,7,Green,Vogeler,93
55013,Senate,7,Independent,Glatzel,43
55013,Senate,7,,Scattered,2
55013,House,7,Democratic,Obey,3389
55013,House,7,Republican,Reid,2586
55013,House,7,Wisconsin Green,Miles,139
55015,Senate,6,Democratic,Kohl,12599
55015,Senate,6,Republican,Lorge,6710
55015,Senate,6,Green,Vogeler,214
55015,Senate,6,Independent,Glatzel,232
55015,House,6,Republican,Petri,11358
55015,House,8,Democratic,Kagen,2357
55015,House,8,Republican,Gard,1959
55017,Senate,7,Democratic,Kohl,15305
55017,Senate,7,Republican,Lorge,5762
55017,Senate,7,Green,Vogeler,305
55017,Senate,7,Independent,Glatzel,352
55017,House,7,Democratic,Obey,14107
55017,House,7,Republican,Reid,7097
55017,House,7,Wisconsin Green,Miles,477
55019,Senate,3,Democratic,Kohl,4764
55019,Senate,7,Democratic,Kohl,3176
55019,Senate,3,Republican,Lorge,1762
55019,Senate,7,Republican,Lorge,1219
55019,Senate,3,Green,Vogeler,112
55019,Senate,7,Green,vogeler,61
55019,Senate,3,Independent,Glatzel,90
55019,Senate,7,Independent,Glatzel,50
55019,House,7,Democratic,Obey,2815
55019,House,7,Republican,Reid,1597
55019,House,7,Wisconsin Green,Miles,100
55021,House,2,Democratic,Baldwin,10802
55021,House,2,Republican,Magnum,11244
55023,Senate,3,Democratic,Kohl,4658
55023,Senate,3,Republican,Lorge,1355
55023,Senate,3,Green,Vogeler,100
55023,Senate,34,Independent,Glatzel,64
55023,House,3,Democratic,Kind,4517
55023,House,3,Republican,Nelson,1727
55025,House,2,Democratic,Baldwin,141721
55025,House,2,Republican,Magnum,70291
55025,Senate,2,Democratic,Kohl,163151
55025,Senate,2,Republican,Lorge,36047
55025,Senate,2,Green,Vogeler,11354
55025,Senate,2,Independent,Glatzel,1545
55027,Senate,6,Democratic,Kohl,18323
55027,Senate,6,Republican,Lorge,11604
55027,Senate,6,Green,Vogeler,383
55027,Senate,6,Independent,Glatzel,523
55027,House,6,Republican,Petri,23102
55029,Senate,8,Democratic,Kohl,10009
55029,Senate,8,Republican,Lorge,3728
55029,Senate,8,Green,Vogeler,334
55029,Senate,8,Independent,Glatzel,189
55029,House,8,Democratic,Kagen,7740
55029,House,8,Republican,Gard,6486
55031,Senate,7,Democratic,Kohl,11736
55031,Senate,7,Republican,Lorge,3876
55031,Senate,7,Green,Vogeler,377
55031,Senate,7,Independent,Glatzel,198
55031,House,7,Democratic,Obey,10921
55031,House,7,Republican,Reid,4931
55031,House,7,Wisconsin Green,Miles,428
55033,Senate,3,Democratic,Kohl,9783
55033,Senate,3,Republican,Lorge,4235
55033,Senate,3,Green,Vogeler,297
55033,Senate,3,Independent,Glatzel,184
55033,House,3,Democratic,Kind,9337
55033,House,3,Republican,Nelson,5085
55035,Senate,3,Democratic,Kohl,27553
55035,Senate,3,Republican,Lorge,9912
55035,Senate,3,Green,Vogeler,766
55035,Senate,3,Independent,Glatzel,358
55035,House,3,Democratic,Kind,25521
55035,House,1,Republican,Nelson,12693
55035,House,3,Democratic,Kind,25521
55035,House,3,Republican,Nelson,12693
55037,Senate,8,Democratic,Kohl,1053
55037,Senate,8,Republican,Lorge,776
55037,Senate,8,Green,Vogeler,18
55037,Senate,8,Independent,Glatzel,6
55037,House,8,Democratic,Kagen,797
55037,House,8,Republican,Gard,1070
55039,Senate,6,Democratic,Kohl,22952
55039,Senate,6,Republican,Lorge,13863
55039,Senate,6,Green,Vogeler,535
55039,Senate,6,Independent,Glatzel,448
55039,House,6,Republican,Petri,29980
55041,Senate,8,Democratic,Kohl,2574
55041,Senate,8,Republican,Lorge,846
55041,Senate,8,Green,Vogeler,26
55041,Senate,8,Independent,Glatzel,13
55041,House,8,Democratic,Kagen,1870
55041,House,8,Republican,Gard,1575
55043,House,3,Democratic,Kind,10717
55043,House,3,Republican,Nelson,5644
55043,Senate,3,Democratic,Kohl,11622
55043,Senate,3,Republican,Lorge,4540
55043,Senate,3,Green,Vogeler,244
55043,Senate,3,Independent,Glatzel,172
55045,House,2,Democratic,Baldwin,7039
55045,House,2,Republican,Magnum,6163
55045,Senate,2,Democratic,Kohl,9698
55045,Senate,2,Republican,Lorge,3020
55045,Senate,2,Green,Vogeler,257
55045,Senate,2,Independent,Glatzel,209
55047,Senate,6,Democratic,Kohl,4710
55047,Senate,6,Republican,Lorge,2956
55047,Senate,6,Green,Vogeler,122
55047,Senate,6,Independent,Glatzel,100
55047,House,6,Republican,Petri,6564
55049,House,3,Democratic,Kind,6115
55049,House,3,Republican,Nelson,2710
55049,Senate,3,Democratic,Kohl,6870
55049,Senate,3,Republican,Lorge,1795
55049,Senate,3,Green,Vogeler,162
55049,Senate,3,Independent,Glatzel,45
55051,Senate,7,Democratic,Kohl,1855
55051,Senate,7,Republican,Lorge,826
55051,Senate,7,Green,Vogeler,28
55051,Senate,7,Independent,Glatzel,6
55051,House,7,Democratic,Obey,1851
55051,House,7,Republican,Reid,853
55051,House,7,Wisconsin Green,Miles,23
55053,House,3,Democratic,Kind,4744
55053,House,3,Democratic,Nelson,2103
55053,,3,Democratic,Kohl,5027
55053,Senate,3,Republican,Lorge,1557
55053,Senate,3,Green,Vogeler,77
55053,Senate,3,Independent,Glatzel,48
55055,House,2,Democratic,Baldwin,9029
55055,House,2,Republican,Magnum,9037
55055,House,5,Democratic, Kennedy,1667
55055,House,5,Republican,Sensenbrenner,3130
55055,House,5,Wisconsin Green,Levis,103
55055,House,5,Independent,Raymond,77
55055,Senate,2,Democratic,Kohl,11987
55055,Senate,2,Republican,Lorge,5510
55055,Senate,2,Green,Vogeler,378
55055,Senate,2,Independent,Glatzel,48
55055,Senate,5,Democratic,Kohl,3493
55055,Senate,5,Republican,Lorge,2106
55055,Senate,5,Green,Vogeler,97
55055,Senate,5,Independent,Glatzel,222
55055,Senate,6,Democratic,Kohl,3801
55055,Senate,6,Republican,Lorge,3545
55055,Senate,6,Green,Vogeler,127
55055,Senate,6,Independent,Glatzel,141
55055,House,6,Republican,Petri,5660
55057,House,3,Democratic,Kind,4758
55057,House,3,Republican,Nelson,3381
55057,Senate,3,Democratic,Kohl,5293
55057,Senate,3,Republican,Lorge,2649
55057,Senate,3,Green,Vogeler,92
55057,Senate,3,Independent,Glatzel,88
55059,House,1,Democratic,Thomas,21763
55059,House,1,Republican,Ryan,28057
55059,House,1,,Scattering,207
55059,Senate,1,Democratic,Kohl,35072
55059,Senate,1,Republican,Lorge,13399
55059,Senate,1,Green,vogeler,800
55059,Senate,1,Independent,Glatzel,996
55061,Senate,8,Democratic,Kohl,6558
55061,Senate,8,Republican,Lorge,2087
55061,Senate,8,Green,Vogeler,192
55061,Senate,8,Independent,Glatzel,135
55061,House,8,Democratic,Kagen,4564
55061,House,8,Republican,Gard,4345
55063,House,3,Democratic,Kind,28467
55063,House,3,Republican,Nelson,13884
55063,Senate,3,Democratic,Kohl,30331
55063,Senate,3,Republican,Lorge,11151
55063,Senate,3,Green,Vogeler,841
55063,Senate,3,Independent,Glatzel,408
55065,House,3,Democratic,Kind,3743
55065,House,3,Republican,Nelson,2103
55065,Senate,3,Democratic,Kohl,4275
55065,Senate,3,Republican,Lorge,1414
55065,Senate,3,Green,Vogeler,66
55065,Senate,3,Independent,Glatzel,37
55067,Senate,7,Democratic,Kohl,4506
55067,Senate,7,Republican,Lorge,1664
55067,Senate,7,Green,Vogeler,48
55067,Senate,7,Independent,Glatzel,52
55067,Senate,8,Democratic,Kohl,1502
55067,Senate,8,Republican,Lorge,641
55067,Senate,8,Green,Vogeler,19
55067,Senate,8,Independent,Glatzel,10
55067,House,7,Democratic-Farmer-Labor,Obey,4135
55067,House,7,Republican,Reid,2016
55067,House,7,Wisconsin Green,Miles,105
55067,House,8,Democratic,Kagen,1019
55067,House,8,Republican,Gard,1107
55069,Senate,7,Democratic,Kohl,7882
55069,Senate,7,Republican,Lorge,2785
55069,Senate,7,Green,Vogeler,181
55069,Senate,7,Independent,Glatzel,162
55069,House,7,Democratic,Obey,6703
55069,House,7,Republican,Reid,3951
55069,House,7,Wisconsin Green,Miles,393
55071,Senate,6,Democratic,Kohl,22357
55071,Senate,6,Republican,Lorge,8809
55071,Senate,6,Green,Vogeler,422
55071,Senate,6,Independent,Glatzel,337
55071,House,6,Republican,Petri,23205
55073,Senate,7,Democratic,Kohl,33856
55073,Senate,7,Republican,Lorge,13911
55073,Senate,7,Green,Vogeler,746
55073,Senate,7,Independent,Glatzel,688
55073,House,7,Democratic,Obey,28107
55073,,7,Republican,Reid,19587
55073,House,7,Wisconsin Green,Miles,1398
55075,Senate,8,Democratic,Kohl,11078
55075,Senate,8,Republican,Lorge,5338
55075,Senate,8,Green,Vogeler,147
55075,Senate,8,Independent,Glatzel,97
55075,House,8,Democratic,Kagen,8221
55075,House,8,Republican,Gard,8709
55077,Senate,6,Democratic,Kohl,3860
55077,Senate,6,Republican,Lorge,2022
55077,Senate,6,Green,Vogeler,79
55077,Senate,6,Independent,Glatzel,52
55077,House,6,Republican,Petri,4219
55078,Senate,8,Democratic,Kohl,939
55078,Senate,8,Republican,Lorge,85
55078,Senate,8,Green,Vogeler,9
55078,Senate,8,Independent,Glatzel,6
55078,House,8,Democratic,Kagen,878
55078,House,8,Republican,Gard,186
55079,House,1,Democratic,Thomas,19186
55079,House,1,Republican,Ryan,31094
55079,House,1,,Scattering,57
55079,House,4,Democratic,Moore,136735
55079,House,4,Republican,Rivera,54486
41005,House,5,Republican,Erickson,40726
41005,House,5,Constitution,Patterson,1342
41005,House,5,Pacific Green,Aranas,1090
41005,House,5,Democratic,Hooley,49926
41007,House,1,Republican,Kitts,4367
41007,House,1,Democratic,Wu,9939
41007,House,1,Constitution,Wolf,234
41007,House,223,Libertarian,Davis,None
41009,House,1,Republican,Kitts,6569
41009,House,1,Democratic,Wu,11496
41009,House,1,Constitution,Wolf,649
41009,House,1,Libertarian,Davis,336
41011,House,4,Republican,Feldkamp,10909
41011,House,4,Democratic,DeFazio,14163
41013,House,2,Constitution,Brown,219
41013,House,2,Democratic,Voisin,1859
41013,House,2,Republican,Walden,6107
