id,state,county,place,q022004a,q022004a_nnn,q022004i,q022004i_nnn,q022004total,q022006a,q022006a_nnn,q022006i,q022006i_nnn,q022006total,q02comment,q03_nnn,q03comment,q03total,q04_nnn,q04comment,q04total,q05_nnn,q05comment,q05total,q06_nnn,q06comment,q06total,q07a,q07a_nnn,q07b,q07b_nnn,q07c,q07c_nnn,q07comment,q07d,q07d_nnn,q07e,q07e_nnn,q07total,q08a,q08a_nnn,q08b,q08b_nnn,q08c,q08c_nnn,q08comment,q08total,q09_nnn,q09comment,q09total,q25_nnn,q25comment,q25total,q26_nnn,q26comment,q26total,q27_nnn,q27comment,q27total,q28_nnn,q28comment,q28total,q29a,q29a_nnn,q29b,q29b_nnn,q29c,q29c_nnn,q29comment,q29d,q29d_nnn,q29e,q29e_nnn,q29f,q29f_nnn,q29fother,q29total
28029,Mississippi,Copiah County,,19080,,1150,,20230,18729,,1042,,19771,,Check if your office does not collect this data,,None,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,0,None,Don't know,None,Don't know,None,Don't know,,0,Don't know,,None,Don't know,,None,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,None,Don't know,,0
28031,Mississippi,Covington County,,13827,,6064,,19891,None,,None,,0,,Check if your office does not collect this data,,None,,,632,,,220,,,400,10,,0,,1,,,1,,0,,12,None,Don't know,None,,None,Don't know,,0,Don't know,,None,Don't know,,None,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,,,None,Don't know,None,,None,,,0
28033,Mississippi,DeSoto County,,71768,,6800,,78568,7444,,4399,,11843,,Check if your office does not collect this data,,None,,,5348,,,3180,,,1100,1068,,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,1068,None,Don't know,None,Don't know,25,,,25,Don't know,,None,,,3493,Check if your office does not collect this data,,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,,None,782,,488,,1,,,0,,0,,4149,,NVRA and duplicate voters,5420
28035,Mississippi,Forrest County,,33484,,3007,,36491,35947,,3092,,39039,,Check if your office does not collect this data,,None,Don't know,,None,Don't know,,None,,,0,74,,48,,None,Don't know,,0,,34,,156,1785,,18119,,None,Don't know,,19904,,,360005,,,20030,Don't know,,None,Don't know,,None,,,85,None,Don't know,188,,155,,,None,Don't know,None,Check if your office does not collect this data,None,Don't know,,343
28037,Mississippi,Franklin County,,None,Don't know,None,Don't know,0,6200,,None,Don't know,6200,,Check if your office does not collect this data,,None,,,3350,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,,,None,,None,,0,None,Don't know,None,Don't know,None,,,0,Don't know,,None,Don't know,,None,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,,None,,None,,,0
28039,Mississippi,George County,,14752,,152,,14904,14413,,None,,14413,,Check if your office does not collect this data,,None,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Check if your office does not collect this data,None,Don't know,0,None,Don't know,None,Don't know,None,Don't know,,0,,,428,,,1,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,None,Don't know,,0
28041,Mississippi,Greene County,,7823,,34,,7857,7736,,114,,7850,,,,0,,,454,,,148,,,235,9,,9,,0,,,3,,0,,21,22,,None,,None,,,22,,,454,,,406,,,0,,,0,,,120,161,,211,,4,,,4,,26,,None,,,406
28043,Mississippi,Grenada County,,17455,,2063,,19518,17003,,257,,17260,,Check if your office does not collect this data,,None,,,932,,,146,,,365,38,,335,,8,,,1,,None,Don't know,382,22,,49,,1,,,72,,,None,Don't know,,None,Don't know,,None,,"90% come back not signed, about 6% come back with address change",None,,,224,None,Don't know,21,,None,Don't know,,None,Don't know,None,Don't know,None,Don't know,,21
28045,Mississippi,Hancock County,,23770,,1667,,25437,26372,,1723,,28095,,Check if your office does not collect this data,,None,,,2658,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,0,None,Don't know,None,Don't know,None,Don't know,,0,,,2541,,,93,Don't know,,None,Don't know,,None,,,52,75,,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,None,Don't know,,75
28047,Mississippi,Harrison County,,4594,,None,Don't know,4594,91156,,None,Don't know,91156,,Check if your office does not collect this data,,None,,,6453,,,1617,,,2197,1804,,287,,77,,,24,,60,,2252,None,Don't know,None,Don't know,None,Don't know,,0,Don't know,,None,,Gulfport and Biloxi,2,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,2210 total removed for various reasons,None,,None,Don't know,2210,,removed for various reasons,2210
28049,Mississippi,Hinds County,,133380,,1948,,135328,133731,,4463,,138194,,Check if your office does not collect this data,,None,,,8701,,,1807,,,5264,1436,,178,,9,,,None,Don't know,None,Don't know,1623,None,Don't know,None,Don't know,None,,,0,Don't know,,None,,,8724,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,None,,,0
28051,Mississippi,Holmes County,,12264,,5176,,17440,13147,,5179,,18326,,Check if your office does not collect this data,,None,,,200,,,200,,,None,13,,32,,40,,,1,,None,Check if your office does not collect this data,86,86,,None,Don't know,146,,,232,Don't know,,None,Don't know,,None,,,306,,,0,,,2,0,,0,,0,,,2010,,0,,None,,0,2010
28053,Mississippi,Humphreys County,,9399,,415,,9814,9697,,417,,10114,,Check if your office does not collect this data,,None,,,323,Don't know,approximately 20% of the 323,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,0,None,Don't know,None,Don't know,None,Don't know,,0,,,308,Don't know,,None,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,None,Don't know,,0
28055,Mississippi,Issaquena County,,1927,,0,,1927,1881,,0,,1881,,Check if your office does not collect this data,,None,,,46,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,0,None,Don't know,None,Don't know,None,Don't know,,0,,,46,,,0,,,0,Don't know,,None,,,0,None,Don't know,10,,0,,,0,,2,,0,,,12
