,County,State,Active Voters,Ballots Cast,Polling Places,Poll Workers,Hours Open,Time to Vote
2413,Newton,MS,13354,7224,17.0,80.0,12,73.32634416648695
2414,Noxubee,MS,7603,3972,9.0,40.0,12,34.091805866060646
2415,Oktibbeha,MS,27507,14363,21.0,100.0,12,54.9678263714491
2416,Panola,MS,22927,11232,26.0,120.0,12,97.98054695333101
2417,Pearl River,MS,32724,15421,26.0,125.0,12,71.50715071504966
2418,Perry,MS,8289,3998,17.0,80.0,12,118.13246471212675
2419,Pike,MS,23961,12746,26.0,125.0,12,97.65869537995172
2420,Pontotoc,MS,20480,9686,29.0,140.0,12,142.7343749999303
2421,Prentiss,MS,14818,7241,16.0,75.0,12,58.307463895223165
2422,Quitman,MS,4989,2440,11.0,50.0,12,79.3746241730219
2423,Rankin,MS,89097,51777,52.0,255.0,12,107.15512306810474
2424,Scott,MS,18732,7879,24.0,115.0,12,106.08584240865572
2425,Sharkey,MS,3238,1773,11.0,50.0,12,122.29771463828814
2426,Simpson,MS,16948,9030,24.0,115.0,12,117.25277318850763
2427,Smith,MS,10858,6024,19.0,90.0,12,113.39104807504752
2428,Stone,MS,9864,5637,16.0,75.0,12,87.5912408758236
2429,Sunflower,MS,15534,7468,18.0,85.0,12,70.91541135569015
2430,Tallahatchie,MS,9478,4303,23.0,105.0,12,183.45642540601028
2431,Tate,MS,16893,8610,21.0,100.0,12,89.50452850287722
2432,Tippah,MS,14108,6906,25.0,120.0,12,153.10462149124388
2433,Tishomingo,MS,12322,6066,15.0,70.0,12,61.353676351191886
2434,Tunica,MS,6688,2542,13.0,60.0,12,83.97129186590315
2435,Union,MS,15656,8327,21.0,100.0,12,96.57639243734249
2436,Walthall,MS,10221,5152,21.0,100.0,12,147.93073084810885
2437,Warren,MS,26532,15648,23.0,110.0,12,68.65671641788457
2438,Washington,MS,32147,14034,20.0,95.0,12,42.55451519580597
2439,Wayne,MS,13447,7351,23.0,110.0,12,135.46515951503272
2440,Webster,MS,7051,3919,18.0,85.0,12,156.2331584170242
2441,Wilkinson,MS,6547,2831,10.0,45.0,12,49.488315258821615
2442,Winston,MS,11992,6997,13.0,60.0,12,46.83122081383686
2443,Yalobusha,MS,8830,4668,13.0,55.0,12,58.30124575304835
2444,Yazoo,MS,18682,7514,24.0,115.0,12,106.36976769076846
2561,Beaverhead,MT,5763,4940,10.0,70.0,12,87.45445080671968
2562,Big Horn,MT,6109,4702,14.0,75.0,12,123.75184154505853
2563,Blaine,MT,3649,2958,7.0,34.0,12,46.96081118101683
2564,Broadwater,MT,3982,3275,9.0,20.0,12,32.546459065714345
2565,Carbon,MT,7167,6105,9.0,61.0,12,55.15278359138391
2566,Carter,MT,923,772,5.0,21.0,12,81.90682556791
2567,Cascade,MT,41850,34236,10.0,125.0,12,21.505376344080886
2568,Chouteau,MT,3135,2673,10.0,34.0,12,78.0861244016648
2569,Custer,MT,6021,4938,11.0,42.0,12,55.24663677120869
2570,Daniels,MT,1090,952,6.0,36.0,12,142.67889908125983
2571,Dawson,MT,5023,4100,4.0,34.0,12,19.494326099901464
2572,Deer Lodge,MT,4984,4175,7.0,6.0,12,6.067415730324905
2573,Fallon,MT,1641,1309,3.0,9.0,12,11.846435100476256
2574,Fergus,MT,6892,5832,8.0,80.0,12,66.86012768417461
2575,Flathead,MT,60031,47978,28.0,361.0,12,121.23336276255247
2576,Gallatin,MT,70187,56229,16.0,256.0,12,42.018037528311226
2577,Garfield,MT,817,696,6.0,26.0,12,137.47858016967592
2578,Glacier,MT,6955,5035,11.0,70.0,12,79.71243709550006
2579,Golden Valley,MT,525,457,4.0,15.0,12,82.28571428414693
2580,Granite,MT,2099,1816,5.0,24.0,12,41.16245831328651
2581,Hill,MT,7877,6438,9.0,63.0,12,51.82683762847299
2582,Jefferson,MT,8029,6887,9.0,42.0,12,33.89712292933878
2583,Judith Basin,MT,1384,1197,6.0,20.0,12,62.42774566428883
2584,Lake,MT,16789,13842,14.0,130.0,12,78.05110489006012
2585,Lewis And Clark,MT,41662,35715,20.0,238.0,12,82.26201334547495
2586,Liberty,MT,1115,993,4.0,25.0,12,64.573991030811
2587,Lincoln,MT,11679,9341,10.0,90.0,12,55.48420241454278
2588,Mccone,MT,1170,1043,5.0,30.0,12,92.30769230690336
2589,Madison,MT,5903,4998,10.0,56.0,12,68.30425207510028
2590,Meagher,MT,1168,986,3.0,14.0,12,25.89041095868245
2591,Mineral,MT,2907,2062,6.0,33.0,12,49.04024767784988
2592,Missoula,MT,74794,61955,31.0,420.0,12,125.33625691898744
2593,Musselshell,MT,2925,2457,5.0,26.0,12,31.9999999998906
2594,Park,MT,11699,9795,6.0,56.0,12,20.67869048634868
2595,Petroleum,MT,359,314,3.0,5.0,12,30.083565458772043
2596,Phillips,MT,2484,2105,3.0,15.0,12,13.043478260817055
2597,Pondera,MT,3301,2707,8.0,33.0,12,57.5825507420249
2598,Powder River,MT,1172,973,7.0,34.0,12,146.21160409431562
2599,Powell,MT,3311,2786,10.0,51.0,12,110.90305043759922
2600,Prairie,MT,802,637,4.0,25.0,12,89.77556109613747
2601,Ravalli,MT,27084,23549,10.0,141.0,12,37.48338502435479
2602,Richland,MT,6074,4370,8.0,50.0,12,47.415212380560725
2603,Roosevelt,MT,4945,3469,10.0,46.0,12,66.97674418591107
2604,Rosebud,MT,4379,3376,9.0,27.0,12,39.95432747193434
2605,Sanders,MT,7518,6187,9.0,67.0,12,57.749401436475466
2606,Sheridan,MT,2195,1846,5.0,38.0,12,62.32346241429466
2607,Silver Bow,MT,20093,16448,7.0,158.0,12,39.6317125366846
2608,Stillwater,MT,5609,4902,10.0,86.0,12,110.39400962718774
2609,Sweet Grass,MT,2477,2164,3.0,42.0,12,36.624949535580846
2610,Teton,MT,3668,3157,7.0,36.0,12,49.46564885482697
2611,Toole,MT,2347,1920,6.0,23.0,12,42.33489561123846
2612,Treasure,MT,491,419,3.0,16.0,12,70.38696537534852
2613,Valley,MT,4629,3912,4.0,12.0,12,7.465975372634552
2614,Wheatland,MT,1134,917,7.0,31.0,12,137.77777777656283
2615,Wibaux,MT,642,556,3.0,9.0,12,30.28037383130404
2616,Yellowstone,MT,83984,69680,17.0,138.0,12,20.11240236235234
2617,Adams,NE,17557,10323,21.0,175.0,12,150.70911886988057
2618,Antelope,NE,4234,2587,9.0,61.0,12,93.35852621612338
2619,Arthur,NE,330,236,2.0,4.0,12,17.45454545401653
2620,Banner,NE,505,322,2.0,4.0,12,11.405940593833545
2621,Blaine,NE,369,267,2.0,5.0,12,19.512195121422433
2622,Boone,NE,3620,2401,2.0,15.0,12,5.966850828712799
2623,Box Butte,NE,6777,3694,4.0,35.0,12,14.873837981385755
2624,Boyd,NE,1356,999,4.0,15.0,12,31.858407079411077
2625,Brown,NE,2040,1408,2.0,19.0,12,13.41176470581661
2626,Buffalo,NE,27101,16515,26.0,164.0,12,113.28290468982203
2627,Burt,NE,4531,3009,6.0,58.0,12,55.299050982001106
2628,Butler,NE,5235,3567,9.0,55.0,12,68.08022922623098
2629,Cass,NE,16926,10909,27.0,166.0,12,190.6557958169735
2630,Cedar,NE,5619,3611,6.0,27.0,12,20.758142018115752
2631,Chase,NE,2384,1579,6.0,20.0,12,36.24161073810301
2632,Cherry,NE,3811,2486,2.0,16.0,12,6.0456573077773665
2633,Cheyenne,NE,5717,3299,6.0,47.0,12,35.51513031303916
2634,Clay,NE,4066,2801,9.0,48.0,12,76.49778652219257
2635,Colfax,NE,4865,2567,6.0,32.0,12,28.415210688533577
2636,Cuming,NE,5347,3443,5.0,35.0,12,23.56461567229556
2637,Custer,NE,6980,4741,12.0,73.0,12,90.36103151849518
2638,Dakota,NE,9438,4640,13.0,75.0,12,74.38016528917738
2640,Dawson,NE,12405,6384,18.0,70.0,12,73.13180169280682
2641,Deuel,NE,1354,726,3.0,14.0,12,22.333825701459872
2642,Dixon,NE,3565,2301,6.0,45.0,12,54.5301542775469
2643,Dodge,NE,19954,12221,30.0,142.0,12,153.71354114455562
2644,Douglas,NE,310215,207077,221.0,1764.0,12,904.8165949421883
2645,Dundy,NE,1179,793,5.0,23.0,12,70.22900763299214
2646,Fillmore,NE,3819,2575,7.0,53.0,12,69.94501178300618
2647,Franklin,NE,2131,1394,5.0,25.0,12,42.23369310163194
2648,Frontier,NE,1657,1056,6.0,25.0,12,65.17803258862295
2649,Furnas,NE,3179,2175,9.0,32.0,12,65.22805913788855
2650,Gage,NE,13136,8512,10.0,52.0,12,28.501827040173183
2651,Garden,NE,1344,1052,1.0,4.0,12,2.142857142841199
2652,Garfield,NE,1238,814,2.0,12.0,12,13.957996768869485
2653,Gosper,NE,1355,846,5.0,14.0,12,37.195571955445054
2654,Grant,NE,461,309,2.0,4.0,12,12.494577006236561
2655,Greeley,NE,1516,1038,5.0,12.0,12,28.49604221617087
2656,Hall,NE,30134,16969,22.0,113.0,12,59.398685869761934
2657,Hamilton,NE,6224,4212,4.0,23.0,12,10.6426735218338
2658,Harlan,NE,2346,1538,2.0,15.0,12,9.207161125280448
2659,Hayes,NE,672,401,2.0,11.0,12,23.571428571077806
2660,Hitchcock,NE,1814,1093,5.0,28.0,12,55.56780595338717
2661,Holt,NE,6617,4224,10.0,65.0,12,70.7269155205218
2662,Hooker,NE,486,322,2.0,7.0,12,20.740740740313978
2663,Howard,NE,4131,2462,8.0,33.0,12,46.01307189531345
2664,Jefferson,NE,4534,3022,11.0,59.0,12,103.06131451234438
2665,Johnson,NE,2738,1819,7.0,22.0,12,40.496712928997454
2666,Kearney,NE,4157,2661,11.0,59.0,12,112.40798652847629
2667,Keith,NE,5363,3246,5.0,63.0,12,42.289763192164294
2668,Keya Paha,NE,583,400,2.0,10.0,12,24.69982847298971
2669,Kimball,NE,2417,1414,4.0,25.0,12,29.78899462130828
2670,Knox,NE,5393,3709,6.0,27.0,12,21.628036343368017
2671,Lancaster,NE,173823,118145,151.0,1011.0,12,632.3439360728653
2672,Lincoln,NE,21034,12998,23.0,109.0,12,85.81534658168403
2673,Logan,NE,522,338,2.0,7.0,12,19.310344827216277
2674,Loup,NE,482,309,2.0,8.0,12,23.900414937263477
2675,Mcpherson,NE,333,267,2.0,7.0,12,30.270270269361255
2676,Madison,NE,19487,10622,16.0,118.0,12,69.7572740801202
2679,Nance,NE,2264,1280,4.0,18.0,12,22.89752650166565
2680,Nemaha,NE,4064,2662,9.0,42.0,12,66.96850393684309
2681,Nuckolls,NE,2932,1802,7.0,46.0,12,79.07230559318188
2682,Otoe,NE,9790,6468,11.0,67.0,12,54.202247190955866
2683,Pawnee,NE,1727,1177,6.0,25.0,12,62.53618992436285
2684,Perkins,NE,1870,1235,2.0,14.0,12,10.780748663043955
2685,Phelps,NE,5842,3914,5.0,42.0,12,25.88154741522444
2686,Pierce,NE,4545,2812,6.0,31.0,12,29.465346534588637
2687,Platte,NE,18523,11160,28.0,158.0,12,171.96350483173785
2688,Polk,NE,3362,2123,6.0,32.0,12,41.11838191540417
2689,Red Willow,NE,6427,3951,12.0,69.0,12,92.75867434247276
2690,Richardson,NE,5008,3135,12.0,73.0,12,125.94249201252808
2691,Rock,NE,996,679,2.0,7.0,12,10.120481927609232
2692,Saline,NE,7121,4271,12.0,70.0,12,84.9318915881408
2693,Sarpy,NE,102971,68246,46.0,353.0,12,113.54031717666979
2694,Saunders,NE,13922,9689,18.0,118.0,12,109.8462864530169
2695,Scotts Bluff,NE,21156,10931,24.0,136.0,12,111.08338060119536
2696,Seward,NE,10358,7164,12.0,80.0,12,66.73102915614334
2697,Sheridan,NE,3512,2073,6.0,28.0,12,34.441913439537466
2698,Sherman,NE,2003,1313,5.0,30.0,12,53.91912131775378
2699,Sioux,NE,878,546,3.0,8.0,12,19.681093393853292
2700,Stanton,NE,3539,2300,3.0,20.0,12,12.2068380898214
2701,Thayer,NE,3453,2315,8.0,38.0,12,63.38835794942546
2702,Thomas,NE,473,352,2.0,8.0,12,24.355179703502003
2703,Thurston,NE,4186,1874,9.0,37.0,12,57.276636406934365
2704,Valley,NE,2828,1823,7.0,35.0,12,62.37623762354181
2705,Washington,NE,13742,9323,14.0,82.0,12,60.148450007233194
2706,Wayne,NE,4848,3266,10.0,44.0,12,65.34653465333055
2707,Webster,NE,2158,1398,6.0,22.0,12,44.04077849840574
2708,Wheeler,NE,590,421,3.0,7.0,12,25.62711864363344
2709,York,NE,9074,5196,8.0,58.0,12,36.8172801410218
2710,Churchill,NV,13745,9628,2.0,44.0,12,4.609676245904248
2711,Clark,NV,1096900,655497,204.0,3330.0,12,445.902452365754
2712,Douglas,NV,35273,26131,16.0,105.0,12,34.29251835680711
2713,Elko,NV,24343,15211,8.0,64.0,12,15.143573101090603
2714,Esmeralda,NV,591,372,3.0,9.0,12,32.89340101467186
2715,Eureka,NV,1020,761,2.0,5.0,12,7.058823529342561
2716,Humboldt,NV,7610,5542,4.0,31.0,12,11.73193166884135
2717,Lander,NV,2984,2100,2.0,18.0,12,8.68632707771888
2718,Lincoln,NV,2822,1962,5.0,17.0,12,21.686746987874958
2719,Lyon,NV,35917,20975,13.0,74.0,12,19.284461397104636
2720,Mineral,NV,2601,1818,3.0,20.0,12,16.608996539728533
2721,Nye,NV,29063,17560,8.0,75.0,12,14.864260399815963
2722,Pershing,NV,2482,1768,4.0,14.0,12,16.244963738854775
2723,Storey,NV,3216,2362,6.0,22.0,12,29.552238805878257
2724,Washoe,NV,269236,188824,106.0,443.0,12,125.57666879614443
2725,White Pine,NV,4519,3273,3.0,21.0,12,10.037618942221647
2726,Carson City,NV,31428,22746,4.0,156.0,12,14.295532646043561
2727,Alton 00,NH,4675,2721,1.0,8.0,12,1.2320855614946908
2728,Barnstead 00,NH,3563,2009,1.0,8.0,12,1.616615211895547
2729,Belmont 00,NH,5142,2732,1.0,8.0,12,1.1201866977807853
2730,Center Harbor 00,NH,808,617,1.0,8.0,12,7.1287128711989025
2731,Gilford 00,NH,6469,3771,1.0,8.0,12,0.8904003709987782
2732,Gilmanton 00,NH,2688,1757,1.0,8.0,12,2.1428571428491714
2733,Laconia 01,NH,2111,1274,1.0,8.0,12,2.728564661285038
2734,Laconia 02,NH,1693,936,1.0,8.0,12,3.402244536305953
2735,Laconia 03,NH,1706,1049,1.0,8.0,12,3.3763188745405843
2736,Laconia 04,NH,1785,929,1.0,8.0,12,3.2268907562844436
2737,Laconia 05,NH,1473,724,1.0,8.0,12,3.9103869653502352
2738,Laconia 06,NH,2361,1415,1.0,8.0,12,2.4396442185411282
2739,Meredith 00,NH,5621,3273,1.0,8.0,12,1.0247286959597497
2740,New Hampton 00,NH,1739,1141,1.0,8.0,12,3.312248418612351
2741,Sanbornton 00,NH,2407,1529,1.0,8.0,12,2.393020357281292
2742,Tilton 00,NH,2760,1387,1.0,8.0,12,2.086956521731569
2743,Albany 00,NH,534,334,1.0,8.0,12,10.786516853730589
2744,Bartlett 00,NH,2537,1727,1.0,8.0,12,2.2703981079926274
2745,Brookfield 00,NH,551,415,1.0,8.0,12,10.453720507977245
2746,Chatham 00,NH,259,166,1.0,8.0,12,22.239382238523575
2747,Conway 00,NH,7774,4095,1.0,8.0,12,0.7409313094922293
2748,Eaton 00,NH,349,262,1.0,8.0,12,16.50429799379644
2749,Effingham 00,NH,1096,631,1.0,8.0,12,5.255474452506794
2750,Freedom 00,NH,1237,807,1.0,8.0,12,4.656426839089277
2752,Hart'S Location 00,NH,48,34,1.0,8.0,12,119.999999975
2753,Jackson 00,NH,905,642,1.0,8.0,12,6.3646408839075725
2754,Madison 00,NH,1822,1258,1.0,8.0,12,3.161361141585284
2755,Moultonborough 00,NH,4233,2765,1.0,8.0,12,1.360737065907487
2756,Ossipee 00,NH,3240,1655,1.0,8.0,12,1.7777777777722907
2757,Sandwich 00,NH,1170,941,1.0,8.0,12,4.923076923034846
2758,Tamworth 00,NH,1987,1322,1.0,8.0,12,2.898842476080026
2759,Tuftonboro 00,NH,2007,1458,1.0,8.0,12,2.869955156936373
2760,Wakefield 00,NH,3944,2067,1.0,8.0,12,1.4604462474608002
2761,Wolfeboro 00,NH,5850,3707,1.0,8.0,12,0.9846153846137016
2762,Alstead 00,NH,1347,882,1.0,8.0,12,4.276169265001662
2763,Chesterfield 00,NH,3052,1847,1.0,8.0,12,1.8872870248955202
2764,Dublin 00,NH,1227,905,1.0,8.0,12,4.6943765280791006
2765,Fitzwilliam 00,NH,1882,1021,1.0,8.0,12,3.0605738575820376
2766,Gilsum 00,NH,577,368,1.0,8.0,12,9.982668977296662
2767,Harrisville 00,NH,858,629,1.0,8.0,12,6.71328671320847
2768,Hinsdale 00,NH,2652,1329,1.0,8.0,12,2.171945701349276
2769,Jaffrey 00,NH,4009,2229,1.0,8.0,12,1.4367672736307389
2770,Keene 01,NH,3864,1456,1.0,8.0,12,1.4906832298098067
2771,Keene 02,NH,3929,1965,1.0,8.0,12,1.4660218885175211
2772,Keene 03,NH,3219,1897,1.0,8.0,12,1.789375582473472
2773,Keene 04,NH,3575,2064,1.0,8.0,12,1.6111888111843045
2774,Keene 05,NH,4447,2326,1.0,8.0,12,1.2952552282408474
2775,Marlborough 00,NH,1611,949,1.0,8.0,12,3.5754189943912142
2776,Marlow 00,NH,559,376,1.0,8.0,12,10.30411448997667
2777,Nelson 00,NH,535,364,1.0,8.0,12,10.766355139985675
2778,Richmond 00,NH,807,528,1.0,8.0,12,7.137546468313041
2779,Rindge 00,NH,4645,2575,1.0,8.0,12,1.2400430570479224
2780,Roxbury 00,NH,181,115,1.0,8.0,12,31.823204418131315
2781,Stoddard 00,NH,974,625,1.0,8.0,12,5.913757700144623
2782,Sullivan 00,NH,454,318,1.0,8.0,12,12.68722466932407
2783,Surry 00,NH,619,398,1.0,8.0,12,9.305331179171159
2784,Swanzey 00,NH,5117,2940,1.0,8.0,12,1.1256595661498423
2785,Troy 00,NH,1471,742,1.0,8.0,12,3.915703602964543
2786,Walpole 00,NH,2735,1779,2.0,8.0,12,4.212065813512936
2787,Westmoreland 00,NH,1289,881,1.0,8.0,12,4.468580294767506
2788,Winchester 00,NH,2869,1352,1.0,8.0,12,2.0076681770581817
2792,Berlin 00,NH,5361,2893,3.0,8.0,12,3.223279238941945
2794,Carroll 00,NH,616,402,1.0,8.0,12,9.350649350497553
2796,Clarksville 00,NH,201,129,1.0,8.0,12,28.65671641648474
2797,Colebrook 00,NH,1503,761,1.0,8.0,12,3.83233532931582
2798,Columbia 00,NH,440,260,1.0,8.0,12,13.09090909061157
2801,Dalton 00,NH,649,386,1.0,8.0,12,8.875192603869412
2803,Dixville 00,NH,5,5,1.0,8.0,12,1151.999997696
2804,Dummer 00,NH,209,124,1.0,8.0,12,27.55980861112154
2805,Errol 00,NH,249,190,1.0,8.0,12,23.132530119552907
2807,Gorham 00,NH,2134,1181,1.0,8.0,12,2.699156513576855
2810,Jefferson 00,NH,730,499,1.0,8.0,12,7.890410958796022
2812,Lancaster 00,NH,2127,1233,1.0,8.0,12,2.708039492229864
2815,Milan 00,NH,929,564,1.0,8.0,12,6.20021528518622
2816,Millsfield 00,NH,21,19,1.0,8.0,12,274.285714155102
2817,Northumberland 00,NH,1313,693,1.0,8.0,12,4.386900228450975
2820,Pittsburg 00,NH,627,385,1.0,8.0,12,9.186602870666881
2821,Randolph 00,NH,269,226,1.0,8.0,12,21.41263940440845
2824,Shelburne 00,NH,335,212,1.0,8.0,12,17.194029850233015
2825,Stark 00,NH,351,227,1.0,8.0,12,16.410256409788882
2826,Stewartstown 00,NH,492,261,1.0,8.0,12,11.707317072932778
2827,Stratford 00,NH,393,210,1.0,8.0,12,14.656488549245381
2831,Whitefield 00,NH,1475,918,1.0,8.0,12,3.905084745736237
2832,Alexandria 00,NH,1173,753,1.0,8.0,12,4.910485933461974
2833,Ashland 00,NH,1518,899,1.0,8.0,12,3.794466403137059
2834,Bath 00,NH,664,478,1.0,8.0,12,8.67469879505008
2835,Benton 00,NH,235,162,1.0,8.0,12,24.510638296829335
2836,Bethlehem 00,NH,2045,1225,1.0,8.0,12,2.8166259168566428
2837,Bridgewater 00,NH,944,609,1.0,8.0,12,6.101694915189601
2838,Bristol 00,NH,2186,1301,1.0,8.0,12,2.634949679768367
2839,Campton 00,NH,2818,1589,1.0,8.0,12,2.044002838885578
2840,Canaan 00,NH,2770,1450,1.0,8.0,12,2.079422382663973
2841,Dorchester 00,NH,266,159,1.0,8.0,12,21.654135337531798
2842,Easton 00,NH,246,192,1.0,8.0,12,23.41463414538965
2843,Ellsworth 00,NH,61,52,1.0,8.0,12,94.42622949271701
2844,Enfield 00,NH,3458,2002,1.0,8.0,12,1.6657027183294804
2845,Franconia 00,NH,943,653,1.0,8.0,12,6.108165429415608
2846,Grafton 00,NH,894,555,1.0,8.0,12,6.442953020062159
2847,Groton 00,NH,404,275,1.0,8.0,12,14.25742574222135
2848,Hanover 00,NH,11356,6228,1.0,8.0,12,0.5072208524123747
2849,Haverhill 00,NH,3025,1680,1.0,8.0,12,1.9041322313986642
2850,Hebron 00,NH,518,392,1.0,8.0,12,11.119691119476455
2851,Holderness 00,NH,1729,1158,1.0,8.0,12,3.331405436649327
2852,Landaff 00,NH,289,206,1.0,8.0,12,19.93079584706122
2853,Lebanon 01,NH,3102,2076,1.0,8.0,12,1.8568665377116156
2854,Lebanon 02,NH,2891,1951,1.0,8.0,12,1.9923901764026555
2855,Lebanon 03,NH,3291,2096,1.0,8.0,12,1.7502278942517466
2856,Lincoln 00,NH,1210,658,1.0,8.0,12,4.760330578473055
2857,Lisbon 00,NH,933,514,1.0,8.0,12,6.1736334404483
2858,Littleton 00,NH,3587,2255,1.0,8.0,12,1.6057987175868251
2860,Lyman 00,NH,394,258,1.0,8.0,12,14.619289339730475
2861,Lyme 00,NH,1506,1061,1.0,8.0,12,3.824701195193727
2862,Monroe 00,NH,635,405,1.0,8.0,12,9.070866141589434
2863,Orange 00,NH,218,143,1.0,8.0,12,26.422018347411836
2864,Orford 00,NH,846,602,1.0,8.0,12,6.808510638217394
2865,Piermont 00,NH,491,340,1.0,8.0,12,11.731160895891422
2866,Plymouth 00,NH,7169,2593,1.0,8.0,12,0.8034593388187984
2867,Rumney 00,NH,1226,734,1.0,8.0,12,4.6982055464543375
2868,Sugar Hill 00,NH,483,382,1.0,8.0,12,11.925465838262411
2869,Thornton 00,NH,2100,1146,1.0,8.0,12,2.7428571428440818
2870,Warren 00,NH,558,349,1.0,8.0,12,10.322580644976297
2871,Waterville Valley 00,NH,350,234,1.0,8.0,12,16.457142856672654
2872,Wentworth 00,NH,700,423,1.0,8.0,12,8.228571428453877
2873,Woodstock 00,NH,963,637,1.0,8.0,12,5.981308411152842
2874,Amherst 00,NH,9240,6360,1.0,8.0,12,0.6233766233759487
2875,Antrim 00,NH,1960,1205,1.0,8.0,12,2.938775510189088
2876,Bedford 00,NH,17579,11103,1.0,8.0,12,0.32766368962948533
2877,Bennington 00,NH,1093,599,1.0,8.0,12,5.269899359512627
2878,Brookline 00,NH,3764,2637,1.0,8.0,12,1.5302869287950842
2879,Deering 00,NH,1347,815,1.0,8.0,12,4.276169265001662
2880,Francestown 00,NH,1150,920,1.0,8.0,12,5.00869565213036
2881,Goffstown 00,NH,12674,7331,2.0,8.0,12,0.9089474514747444
2882,Greenfield 00,NH,1272,750,1.0,8.0,12,4.528301886756854
2883,Greenville 00,NH,1238,680,1.0,8.0,12,4.652665589623162
2884,Hancock 00,NH,1365,1095,1.0,8.0,12,4.219780219749306
2885,Hillsborough 00,NH,4114,2313,1.0,8.0,12,1.400097228970831
2886,Hollis 00,NH,6827,4347,1.0,8.0,12,0.843708803279854
2887,Hudson 00,NH,18463,9486,1.0,8.0,12,0.3119753019550929
2888,Litchfield 00,NH,6502,3701,1.0,8.0,12,0.885881267301006
2889,Lyndeborough 00,NH,1231,859,1.0,8.0,12,4.679122664462396
2890,Manchester 01,NH,6424,4548,1.0,8.0,12,0.8966376089649803
2891,Manchester 02,NH,5596,3871,1.0,8.0,12,1.029306647603593
2892,Manchester 03,NH,4153,2408,1.0,8.0,12,1.3869491933508622
2893,Manchester 04,NH,4125,2440,1.0,8.0,12,1.3963636363602512
2894,Manchester 05,NH,3440,1888,1.0,8.0,12,1.6744186046462954
2895,Manchester 06,NH,5730,3895,1.0,8.0,12,1.0052356020924864
2896,Manchester 07,NH,4456,2765,1.0,8.0,12,1.2926391382376736
2897,Manchester 08,NH,5779,3846,1.0,8.0,12,0.9967122339487857
2898,Manchester 09,NH,4878,3110,1.0,8.0,12,1.1808118081156604
2899,Manchester 10,NH,4797,3110,1.0,8.0,12,1.200750469040649
2900,Manchester 11,NH,4116,2404,1.0,8.0,12,1.3994169096175912
2901,Manchester 12,NH,5380,3428,1.0,8.0,12,1.070631970258233
2902,Mason 00,NH,1015,701,1.0,8.0,12,5.674876847234731
2903,Merrimack 00,NH,20512,11726,3.0,8.0,12,0.8424336973474832
2904,Milford 00,NH,11482,6481,1.0,8.0,12,0.501654763977964
2905,Mont Vernon 00,NH,1994,1338,1.0,8.0,12,2.8886659979794955
2906,Nashua 01,NH,6971,4531,1.0,8.0,12,0.8262803041158711
2907,Nashua 02,NH,6781,3606,1.0,8.0,12,0.8494322371319136
2908,Nashua 03,NH,6192,3463,1.0,8.0,12,0.9302325581380326
2909,Nashua 04,NH,4904,2158,1.0,8.0,12,1.1745513866207697
2910,Nashua 05,NH,7205,4346,1.0,8.0,12,0.7994448299780716
2911,Nashua 06,NH,5855,2970,1.0,8.0,12,0.9837745516635631
2912,Nashua 07,NH,5723,2911,1.0,8.0,12,1.006465140658734
2913,Nashua 08,NH,7442,3866,1.0,8.0,12,0.7739854877710642
2914,Nashua 09,NH,7144,3991,1.0,8.0,12,0.8062709966394089
2915,New Boston 00,NH,4492,2881,1.0,8.0,12,1.2822796081894874
2916,New Ipswich 00,NH,3796,2197,1.0,8.0,12,1.5173867228621778
2917,Pelham 00,NH,10212,5621,1.0,8.0,12,0.5640423031721855
2918,Peterborough 00,NH,5671,3439,1.0,8.0,12,1.0156938811479181
2919,Sharon 00,NH,296,224,1.0,8.0,12,19.459459458802048
2920,Temple 00,NH,1049,757,1.0,8.0,12,5.490943755905711
2921,Weare 00,NH,6161,3736,1.0,8.0,12,0.9349131634459749
2922,Wilton 00,NH,2817,1817,1.0,8.0,12,2.0447284344975336
2923,Windsor 00,NH,137,99,1.0,8.0,12,42.043795617369064
2924,Allenstown 00,NH,3030,1586,1.0,8.0,12,1.9009900990036273
2925,Andover 00,NH,1894,1112,1.0,8.0,12,3.041182682138114
2926,Boscawen 00,NH,2598,1342,1.0,8.0,12,2.217090069275531
